Species,Database,management_practices.value,management_practices.unit,conservation_notes.value,threats.value,threats.unit,scope.value,scope.unit,timing.value,timing.unit,severity.value,severity.unit,score.value,score.unit,threats_notes.value,threats.value1,threats.value2,threats.value3,scope.value1,scope.value2,scope.value3,timing.value1,timing.value2,timing.value3,severity.value1,severity.value2,severity.value3,score.value1,score.value2,score.value3,management_practices.value1,management_practices.value2,threats.value4,threats.value5,threats.value6,threats.value7,threats.value8,scope.value4,scope.value5,scope.value6,scope.value7,scope.value8,timing.value4,timing.value5,timing.value6,timing.value7,timing.value8,severity.value4,severity.value5,severity.value6,severity.value7,severity.value8,score.value4,score.value5,score.value6,score.value7,score.value8,threats.value9,threats.value10,threats.value11,threats.value12,threats.value13,threats.value14,threats.value15,threats.value16,scope.value9,scope.value10,scope.value11,scope.value12,scope.value13,scope.value14,scope.value15,scope.value16,timing.value9,timing.value10,timing.value11,timing.value12,timing.value13,timing.value14,timing.value15,timing.value16,severity.value9,severity.value10,severity.value11,severity.value12,severity.value13,severity.value14,severity.value15,severity.value16,score.value9,score.value10,score.value11,score.value12,score.value13,score.value14,score.value15,score.value16,management_practices.value3,management_practices.value4,management_practices.value5,management_practices.value6,management_practices.value7,management_practices.value8,management_practices.value9,management_practices.value10,threats.value17,threats.value18,threats.value19,threats.value20,threats.value21,scope.value17,scope.value18,scope.value19,scope.value20,scope.value21,timing.value17,timing.value18,timing.value19,timing.value20,timing.value21,severity.value17,severity.value18,severity.value19,severity.value20,severity.value21,score.value17,score.value18,score.value19,score.value20,score.value21,threats.value22,threats.value23,scope.value22,scope.value23,timing.value22,timing.value23,severity.value22,severity.value23,score.value22,score.value23,threats.value24,threats.value25,threats.value26,threats.value27,scope.value24,scope.value25,scope.value26,scope.value27,timing.value24,timing.value25,timing.value26,timing.value27,severity.value24,severity.value25,severity.value26,severity.value27,score.value24,score.value25,score.value26,score.value27,management_practices.value11,threats.value28,threats.value29,threats.value30,threats.value31,threats.value32,threats.value33,scope.value28,scope.value29,scope.value30,scope.value31,scope.value32,scope.value33,timing.value28,timing.value29,timing.value30,timing.value31,timing.value32,timing.value33,severity.value28,severity.value29,severity.value30,severity.value31,severity.value32,severity.value33,score.value28,score.value29,score.value30,score.value31,score.value32,score.value33,threats.value34,threats.value35,timing.value34,timing.value35,score.value34,score.value35
Aratinga_auricapillus,iucn,NA,unit,"Conservation Actions Underway
CITES Appendix II. It occurs in Monte Pascoal, Chapada da Diamantina, Serra da Canastra (common in the south) (Silveira 1998) and Serra do Caparaó National Parks, Rio Doce State Park and Caratinga Reserve. Conservation Actions Proposed
Survey to locate any major new populations and define the limits of its current range. Study to determine its population dynamics and dispersive capacity, and provide a detailed analysis of its habitat requirements at different sites. Ensure the protection of key reserves. Protect the species under Brazilian law. ",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"There has been extensive and continuing clearance and fragmentation of suitable habitat for coffee, soybean and sugarcane plantations in São Paulo, and cattle-ranching in Goiás and Minas Gerais (Snyder et al. 2000). Trapping for trade has probably had a significant impact since it was relatively common in illegal Brazilian markets in the mid-1980s and imported in hundreds into West Germany in the early 1980s. However, the precise effect is obfuscated by high numbers of captive-bred birds, which presumably reduce pressure on remaining wild populations (L. F. Silveira in litt. 1999). Despite its tendency to occasionally nest near human habitation, it is apparently not the most favoured species for the pet trade (V. T. Lombardi in litt. 2011). There are no records of persecution in response to crop degradation. ",Annual & perennial non-timber crops,Agro-industry farming,Livestock farming & ranching,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,Site/area management,Legislation,"Agro-industry grazing, ranching or farming",Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,NA,Majority (50-90%),Majority (50-90%),Majority (50-90%),NA,NA,Ongoing,Ongoing,Ongoing,NA,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_auricapillus,anage,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Annual & perennial non-timber crops,Agro-industry farming,Livestock farming & ranching,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,Site/area management,Legislation,"Agro-industry grazing, ranching or farming",Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,NA,Majority (50-90%),Majority (50-90%),Majority (50-90%),NA,NA,Ongoing,Ongoing,Ongoing,NA,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_auricapillus,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Annual & perennial non-timber crops,Agro-industry farming,Livestock farming & ranching,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,Site/area management,Legislation,"Agro-industry grazing, ranching or farming",Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,NA,Majority (50-90%),Majority (50-90%),Majority (50-90%),NA,NA,Ongoing,Ongoing,Ongoing,NA,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_cactorum,iucn,value,unit,"NA",value,unit,value,unit,value,unit,value,unit,value,unit,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_cactorum,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_canicularis,iucn,value,unit,"NA",value,unit,value,unit,value,unit,value,unit,value,unit,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_canicularis,anage,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_canicularis,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_chloroptera,iucn,NA,unit,"Conservation Actions Underway
CITES Appendix II. In the Dominican Republic, it is legally protected against hunting and trapping, but this legislation is not adequately enforced (Snyder et al. 2000). An education strategy with community participation has been launched for the protection of this species (Vásquez et al. 1995).  Interactions between this species and Olive-throated Parakeet Aratinga nana (because of the recent increase in numbers of A. nana in the Sierra de Baoruco [S. Latta in litt. 1998]) are being investigated (Anon. 2007). A volunteer parrot protection group is to be set up and damaged nest cavities refurbished (Anon. 2007).   Conservation Actions Proposed
Clarify the status of the species in Haiti. Study ecology and breeding success to determine natural limiting factors. Enforce existing legislation in the Dominican Republic. ",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"Habitat loss and persecution as a crop-pest are the greatest threats to this species. It is exploited for local and international trade, but only 12 wild-caught individuals were reported in international trade in 1991-1995 (Snyder et al. 2000). ",Annual & perennial non-timber crops,Small-holder farming,Hunting & trapping terrestrial animals,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,Compliance and enforcement,National level,Hunting & trapping terrestrial animals,Intentional use (species is the target),Persecution/control,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Minority (<50%),Minority (<50%),Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_chloroptera,anage,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Annual & perennial non-timber crops,Small-holder farming,Hunting & trapping terrestrial animals,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,Compliance and enforcement,National level,Hunting & trapping terrestrial animals,Intentional use (species is the target),Persecution/control,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Minority (<50%),Minority (<50%),Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_chloroptera,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Annual & perennial non-timber crops,Small-holder farming,Hunting & trapping terrestrial animals,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,Compliance and enforcement,National level,Hunting & trapping terrestrial animals,Intentional use (species is the target),Persecution/control,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Minority (<50%),Minority (<50%),Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_erythrogenys,iucn,NA,unit,"Conservation Actions Underway
CITES Appendix II. Conservation Actions Proposed
Conduct surveys to obtain a population estimate. Research current threat from trade. Enforce trade restrictions. Census and monitor population. Monitor rates of habitat loss and fragmentation. Study its ability to persist in altered and fragmented habitats. ",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"It suffers heavily from local trade in Peru and Ecuador, where it is a common and highly sought-after pet (Best and Clarke 1991,  Williams and Tobias 1994, Best et al. 1995). It is also internationally traded from Peru, but its status is clouded by the misdeclaring of traded birds (Inskipp and Corrigan 1992) and pre-trade mortality (Ramos and Iñigo 1985), which both demonstrate the complexities of estimating true numbers taken from the wild (Best et al. 1995). The species is frequently confiscated by the Ecuadorian authorities (E. Horstman in litt. 2011, R. Orrantia and J. Baquerizo in litt. 2011). Despite the threat of trapping, the main causes of recent declines may be habitat loss and fragmentation (R. Orrantia and J. Baquerizo in litt. 2011). ",Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,Majority (50-90%),Majority (50-90%),NA,Ongoing,Ongoing,NA,Negligible declines,Negligible declines,NA,NA,NA,NA,Legislation,Scale unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_erythrogenys,anage,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,Majority (50-90%),Majority (50-90%),NA,Ongoing,Ongoing,NA,Negligible declines,Negligible declines,NA,NA,NA,NA,Legislation,Scale unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_erythrogenys,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,Majority (50-90%),Majority (50-90%),NA,Ongoing,Ongoing,NA,Negligible declines,Negligible declines,NA,NA,NA,NA,Legislation,Scale unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
